cve_id,published_date,updated_date,cisa_kev,cisa_kev_date,base_score,base_severity,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,ssvc_timestamp,ssvc_exploitation,ssvc_automatable,ssvc_technical_impact,ssvc_decision,impacted_vendor,impacted_products,vulnerable_versions,cwe_number,cwe_description
CVE-2000-1245,2010-04-05T15:15:00Z,2024-09-17T00:05:49.841Z,FALSE,,,,,,,,,,,,2024-08-29T15:37:49.712788Z,none,no,partial,Track,n/a,n/a,n/a,,
